countryname,countrycode,date,c1_schoolclosing,c1_flag,c2_workplaceclosing,c2_flag,c3_cancelpublicevents,c3_flag,c4_restrictionsongatherings,c4_flag,c5_closepublictransport,c5_flag,c6_stayathomerequirements,c6_flag,c7_restrictionsoninternalmovemen,c7_flag,c8_internationaltravelcontrols,e1_incomesupport,e1_flag,e2_debtcontractrelief,e3_fiscalmeasures,e4_internationalsupport,h1_publicinformationcampaigns,h1_flag,h2_testingpolicy,h3_contacttracing,h4_emergencyinvestmentinhealthca,h5_investmentinvaccines,m1_wildcard,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,legacystringencyindex,legacystringencyindexfordisplay
Barbados,BRB,20200323,0,,0,,2,1,,,0,,,,1,1,2,,,,0,,2,1,2,2,0,0,,17,0,34.919998,34.919998,43.810001,43.810001
Brunei,BRN,20200323,3,1,0,,0,,0,,0,,,,0,,4,0,,0,0,0,2,1,2,1,0,0,,88,0,33.330002,33.330002,40,40
Botswana,BWA,20200323,3,1,0,,2,1,,,0,,,,0,,4,0,,0,0,0,2,1,0,0,0,0,,,,44.439999,44.439999,54.290001,54.290001
Canada,CAN,20200323,3,1,3,0,2,0,4,0,0,,2,1,2,0,4,2,1,0,0,0,2,1,3,1,562,191,,1430,20,73.559998,73.559998,72.860001,72.860001
Switzerland,CHE,20200323,3,1,3,1,2,1,4,1,0,,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,,6971,60,79.489998,79.489998,76.43,76.43
Chile,CHL,20200323,3,1,1,1,2,0,,,2,,,,0,,3,,,,0,,2,1,0,0,0,,,632,1,52.25,52.25,63.330002,63.330002
China,CHN,20200323,3,0,3,0,2,0,4,0,2,0,,,1,0,2,,,,0,,1,1,2,2,0,0,,81484,3274,56.369999,56.369999,62.380001,62.380001
Cameroon,CMR,20200323,3,1,0,,2,1,3,1,1,1,0,,1,1,3,0,,0,0,0,0,,0,0,0,0,,27,0,53.959999,53.959999,56.189999,56.189999
Democratic Republic of Congo,COD,20200323,3,1,3,0,2,0,,,1,0,,,2,0,3,,,,0,,2,1,1,1,0,0,,26,2,58.34,58.34,71.669998,71.669998
Colombia,COL,20200323,3,1,1,1,2,1,3,1,0,,,,0,,3,0,,2,0,0,2,1,2,0,0,0,,235,2,56.610001,56.610001,58.57,58.57
Cape Verde,CPV,20200323,2,1,,,2,1,0,,,,1,0,2,0,3,,,,435,,2,1,2,,0,,,3,0,49.610001,49.610001,57.380001,57.380001
Costa Rica,CRI,20200323,3,1,3,1,2,1,0,,2,0,0,,2,1,4,0,,1,0,0,2,1,2,2,0,0,,134,2,74.610001,74.610001,92.379997,92.379997
Cuba,CUB,20200323,0,,0,,2,1,,,0,,,,2,1,3,0,,0,0,0,2,1,2,1,0,0,,35,1,41.669998,41.669998,51.43,51.43
Cyprus,CYP,20200323,3,1,2,1,2,1,4,1,0,,0,,0,,4,,,,0,,2,1,1,1,0,0,,95,0,64.019997,64.019997,65,65
Czech Republic,CZE,20200323,3,1,3,1,2,1,4,1,0,,2,1,2,0,3,,,,0,,2,1,1,2,0,0,,1165,1,80.290001,80.290001,76.43,76.43
Germany,DEU,20200323,3,1,1,1,2,1,4,1,0,,2,0,2,0,3,2,0,2,68442949672.71,0,2,0,1,1,62997723800,156510832,,24774,94,68.660004,68.660004,63.330002,63.330002
Djibouti,DJI,20200323,3,1,3,1,2,1,4,1,0,,3,1,2,1,4,,,,0,,2,1,3,2,,0,,1,0,88.889999,88.889999,82.860001,82.860001
Dominica,DMA,20200323,3,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,1,1,,0,,1,0,25,25,31.43,31.43
Denmark,DNK,20200323,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,,,,0,,2,1,1,1,0,0,,1395,13,84.120003,84.120003,84.050003,84.050003
Dominican Republic,DOM,20200323,3,1,3,1,2,1,,,2,1,,,2,1,4,,,,0,,2,1,2,1,0,0,,202,3,77.779999,77.779999,97.139999,97.139999
Algeria,DZA,20200323,3,1,2,1,2,1,4,0,2,1,3,0,2,0,3,,,,0,,1,1,1,0,0,0,,201,17,81.089996,81.089996,82.379997,82.379997
Ecuador,ECU,20200323,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,0,,2,0,0,2,1,0,1,0,0,,789,14,95.370003,95.370003,97.139999,97.139999
Egypt,EGY,20200323,3,1,3,0,2,1,1,1,2,1,,,2,1,3,0,,0,0,0,0,,1,2,0,0,,294,10,65.870003,65.870003,76.43,76.43
Spain,ESP,20200323,3,1,2,1,2,1,1,0,1,1,2,1,1,1,4,,,1,0,,2,1,1,1,0,0,,28572,1720,77.639999,77.639999,85.239998,85.239998
Estonia,EST,20200323,3,1,0,,2,1,3,1,0,,0,,2,1,3,0,,1,0,,2,1,1,0,0,0,,326,0,61.900002,61.900002,65.709999,65.709999
Ethiopia,ETH,20200323,3,1,0,,2,1,,,0,,,,0,,2,0,,0,0,0,2,1,1,2,154000000,0,,11,0,38.889999,38.889999,48.57,48.57
Finland,FIN,20200323,2,1,2,1,2,1,2,1,1,0,1,1,1,1,4,1,1,0,,,2,1,1,1,0,0,,626,1,74.330002,74.330002,75.709999,75.709999
France,FRA,20200323,3,1,3,1,2,1,2,1,1,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,,16018,674,89.410004,89.410004,92.379997,92.379997
Gabon,GAB,20200323,3,1,2,1,2,1,4,1,1,1,0,,0,,4,0,,0,0,0,1,1,2,0,0,0,,6,1,67.190002,67.190002,69.760002,69.760002
United Kingdom,GBR,20200323,3,1,2,1,2,1,4,1,0,,2,1,2,1,0,2,0,2,0,,2,1,1,0,0,2989616.8,,5683,285,72.480003,72.480003,67.860001,67.860001
Ghana,GHA,20200323,3,1,0,,2,1,,,0,,,,0,,4,0,,0,0,0,2,1,1,2,0,0,,24,1,44.439999,44.439999,54.290001,54.290001
Gambia,GMB,20200323,3,,1,1,1,1,3,1,0,,1,1,1,1,4,,,,0,,2,1,1,1,0,0,,1,0,65.209999,65.209999,64.519997,64.519997
Greece,GRC,20200323,3,1,0,,2,1,4,1,0,,2,1,2,1,2,,,,0,,2,1,0,0,0,0,,624,15,69.580002,69.580002,62.860001,62.860001
Greenland,GRL,20200323,3,1,0,,2,1,3,1,2,1,1,1,2,0,3,,,,0,,0,,3,1,0,0,,2,0,64.550003,64.550003,60.950001,60.950001
Guatemala,GTM,20200323,3,1,3,1,2,1,4,1,2,1,,,2,1,3,,,,0,,2,1,1,2,0,0,,19,1,86.110001,86.110001,94.290001,94.290001
Guam,GUM,20200323,3,1,3,1,2,1,4,1,0,,1,1,0,,3,,,,0,,2,1,0,0,0,0,,27,1,69.709999,69.709999,72.860001,72.860001
Guyana,GUY,20200323,3,1,0,,1,,,,0,,,,1,1,3,,,,,,2,1,1,0,,0,,5,1,41.669998,41.669998,51.43,51.43
Hong Kong,HKG,20200323,3,1,2,1,2,1,0,,0,,1,1,0,,3,1,0,2,128934000,0,2,1,2,2,0,0,,356,4,55.950001,55.950001,69.290001,69.290001
Honduras,HND,20200323,3,1,3,1,2,1,,,2,1,,,2,1,4,0,,0,0,0,2,1,2,1,0,0,,27,0,77.779999,77.779999,97.139999,97.139999
Croatia,HRV,20200323,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,0,,2,1,1,2,0,0,,235,0,97.349998,97.349998,97.139999,97.139999
Hungary,HUN,20200323,3,1,2,0,2,1,1,1,1,0,,,1,1,4,,,,0,,2,1,1,2,0,0,,167,7,66.010002,66.010002,75.709999,75.709999
Indonesia,IDN,20200323,3,0,1,1,2,0,0,,2,0,0,,1,1,3,0,,0,0,0,2,1,1,1,0,0,,514,48,56.220001,56.220001,69.290001,69.290001
India,IND,20200323,3,1,1,1,1,1,4,0,2,1,3,0,2,0,4,0,,2,0,0,2,1,1,2,0,100000000,,439,7,81.220001,81.220001,83.57,83.57
Ireland,IRL,20200323,3,1,1,1,2,1,4,1,1,1,0,,0,,0,1,1,0,0,,2,1,2,1,0,0,,906,4,57.400002,57.400002,59.52,59.52
Iran,IRN,20200323,3,1,3,0,2,1,0,,0,,1,1,2,1,0,0,,2,0,0,1,1,0,0,0,0,,21638,1685,54.23,54.23,63.099998,63.099998
Iraq,IRQ,20200323,3,1,3,1,2,1,4,1,2,0,2,0,2,1,3,0,,0,0,,2,1,2,0,0,0,,233,20,88.230003,88.230003,89.519997,89.519997
Iceland,ISL,20200323,2,1,2,1,2,1,3,1,0,,0,,0,,2,,,,0,,2,1,3,2,0,0,,568,1,53.830002,53.830002,55.709999,55.709999
Israel,ISR,20200323,3,1,2,1,2,1,4,1,1,1,,,2,1,4,0,,2,0,0,2,1,1,2,0,0,,1071,1,82.269997,82.269997,88.809998,88.809998
Italy,ITA,20200323,3,1,3,1,2,1,4,1,1,1,3,1,2,1,3,1,0,1,0,,2,1,2,2,0,0,,59138,5476,93.25,93.25,89.519997,89.519997
Jamaica,JAM,20200323,3,1,1,1,2,1,3,1,0,,3,0,2,0,4,,,,182257000,,2,1,1,1,,,,19,0,75.269997,75.269997,72.139999,72.139999
Jordan,JOR,20200323,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,0,,2,1,2,1,,,,99,0,94.580002,94.580002,94.290001,94.290001
Japan,JPN,20200323,1,1,1,1,1,1,0,,0,,1,1,1,1,2,0,,0,0,0,2,1,1,1,0,0,,1089,41,48.400002,48.400002,53.330002,53.330002
Kazakhstan,KAZ,20200323,3,1,0,,2,1,4,0,2,0,2,0,2,0,3,,,,0,,2,1,1,0,0,0,,60,0,70.779999,70.779999,70.480003,70.480003
Kenya,KEN,20200323,3,1,1,1,2,1,4,1,1,1,,,0,,3,0,,1,0,,2,1,1,1,0,0,,15,0,65.739998,65.739998,68.099998,68.099998
Kyrgyz Republic,KGZ,20200323,3,1,0,,2,1,3,1,1,0,,,0,,4,,,,0,,0,,1,1,0,0,,14,0,46.43,46.43,44.759998,44.759998
South Korea,KOR,20200323,3,1,2,1,2,1,3,1,0,,2,1,2,1,3,0,,1,0,0,2,1,3,2,0,0,,8961,113,78.830002,78.830002,76.43,76.43
Kuwait,KWT,20200323,3,1,3,0,2,1,4,1,2,1,2,1,0,,3,0,,0,,,2,1,2,2,1600000000,0,,188,0,80.290001,80.290001,87.139999,87.139999
Laos,LAO,20200323,3,1,1,1,1,1,0,,0,,0,,0,,2,,,,0,,0,,,0,0,0,,,,29.629999,29.629999,36.669998,36.669998
Lebanon,LBN,20200323,3,1,3,1,2,1,,,2,1,,,2,1,3,,,,0,,2,1,1,1,0,0,,248,4,75,75,94.290001,94.290001
Libya,LBY,20200323,3,1,1,1,2,0,4,1,2,1,2,1,2,1,4,,,,0,,2,1,0,1,0,0,,,,88.889999,88.889999,90,90
Sri Lanka,LKA,20200323,3,1,3,1,2,1,,,2,0,,,2,1,3,,,,534736,,2,1,1,2,5000000,0,,87,0,71.830002,71.830002,89.519997,89.519997
Lesotho,LSO,20200323,3,1,2,1,2,1,4,1,0,,2,1,0,,2,,,,0,,2,1,1,0,0,0,,,,66.93,66.93,70,70
Luxembourg,LUX,20200323,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,,798,8,82.269997,82.269997,80.949997,80.949997
Macao,MAC,20200323,3,1,0,,2,1,0,,0,,0,,0,,3,,,,0,,2,1,1,2,0,0,,24,0,41.669998,41.669998,51.43,51.43
Morocco,MAR,20200323,3,1,3,1,2,1,2,1,2,0,2,1,2,0,3,,,,0,,2,0,2,0,0,0,,115,4,81.089996,81.089996,81.190002,81.190002
Moldova,MDA,20200323,3,1,2,1,2,1,4,1,0,,0,,0,,4,,,,0,,1,1,1,1,0,0,,94,1,60.049999,60.049999,60.240002,60.240002
Madagascar,MDG,20200323,3,1,2,1,2,1,3,1,2,1,3,0,2,1,4,,,,0,,2,1,3,1,0,0,,3,0,92.199997,92.199997,93.57,93.57
Mexico,MEX,20200323,3,1,0,,0,,,,0,,,,0,,3,,,,0,,0,,0,1,0,0,,316,2,19.440001,19.440001,22.860001,22.860001
Mali,MLI,20200323,3,1,0,,2,1,,,0,,,,0,,3,,,,0,,2,1,1,0,0,0,,,,41.669998,41.669998,51.43,51.43
Myanmar,MMR,20200323,3,0,0,,2,1,3,1,0,,0,,0,,2,,,,0,,2,1,2,0,0,0,,,,44.84,44.84,45,45
Mongolia,MNG,20200323,3,1,2,1,2,1,0,,0,,0,,0,,3,,,,0,,2,1,1,2,0,0,,10,0,50.130001,50.130001,62.139999,62.139999
Mozambique,MOZ,20200323,3,1,0,,1,1,,,0,,,,0,,2,0,,1,0,0,2,,1,1,0,0,,1,0,31.75,31.75,39.049999,39.049999
Mauritania,MRT,20200323,3,1,0,,2,1,4,1,0,,2,1,0,,4,,,,0,,2,1,0,0,0,0,,2,0,64.019997,64.019997,65,65
Mauritius,MUS,20200323,3,1,3,1,2,1,3,1,2,1,2,1,1,1,3,,,,130672834,,0,,1,1,0,0,,28,2,77.510002,77.510002,76.43,76.43
Malawi,MWI,20200323,3,1,0,,2,1,2,1,,,,,0,,4,0,,0,0,0,2,1,0,0,0,0,,,,51.59,51.59,54.290001,54.290001
Malaysia,MYS,20200323,3,1,3,1,2,1,2,1,0,,0,,2,1,3,0,,0,0,0,2,1,1,1,0,0,,1306,10,71.029999,71.029999,80,80
Namibia,NAM,20200323,3,1,0,,2,1,3,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,,699,7,50.790001,50.790001,51.43,51.43
Niger,NER,20200323,3,1,0,,2,1,3,1,0,,,,0,,4,,,,0,,2,1,1,0,0,0,,1,0,53.57,53.57,54.290001,54.290001
Nigeria,NGA,20200323,3,1,1,0,2,0,3,0,2,0,1,0,0,,3,0,,0,0,0,2,1,1,2,0,0,,30,0,57.68,57.68,63.330002,63.330002
Nicaragua,NIC,20200323,0,,0,,0,,,,0,,,,0,,1,,,,0,,2,0,1,0,0,0,,2,0,10.72,10.72,12.38,12.38
Netherlands,NLD,20200323,3,1,3,1,2,1,3,1,0,,1,1,1,1,3,2,0,0,0,0,2,1,1,1,0,0,,4204,179,74.860001,74.860001,75.239998,75.239998
Norway,NOR,20200323,3,1,1,1,2,1,2,1,1,1,0,,2,1,4,0,,2,0,0,2,1,1,0,0,0,,2132,7,75.660004,75.660004,85.239998,85.239998
New Zealand,NZL,20200323,0,,2,1,2,1,4,1,1,1,2,1,2,1,4,2,0,0,0,0,2,1,1,1,0,0,,102,0,79.629997,79.629997,74.519997,74.519997
Oman,OMN,20200323,3,1,1,1,2,1,4,1,2,1,,,2,1,4,0,,0,0,0,2,1,2,2,0,,,55,0,83.599998,83.599998,90,90
Pakistan,PAK,20200323,3,1,3,1,2,1,4,1,2,1,2,1,0,,4,,,,0,,2,1,1,1,0,0,,784,5,86.239998,86.239998,93.57,93.57
Panama,PAN,20200323,3,1,3,1,2,1,,,1,1,,,1,1,3,,,,575000,,2,1,2,1,0,0,,313,3,67.059998,67.059998,84.760002,84.760002
Peru,PER,20200323,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,0,0,2,1,1,1,16408371,0,,363,5,96.029999,96.029999,92.379997,92.379997
Philippines,PHL,20200323,3,1,1,1,2,1,3,1,2,1,2,1,2,1,3,,,,0,,2,1,2,2,0,0,,380,25,87.300003,87.300003,87.139999,87.139999
Papua New Guinea,PNG,20200323,3,1,0,,0,,2,1,0,,0,,0,,4,,,,0,,2,1,0,2,0,0,,1,0,40.470001,40.470001,48.57,48.57
Poland,POL,20200323,3,1,2,1,2,1,,,0,,,,1,1,4,,,,0,,2,1,1,0,0,0,,634,7,60.049999,60.049999,74.519997,74.519997
Puerto Rico,PRI,20200323,3,1,3,1,2,1,,,2,1,,,2,1,3,0,,2,160000000,0,2,1,1,0,0,0,,,,75,75,94.290001,94.290001
Portugal,PRT,20200323,3,1,1,1,2,0,,,1,1,,,1,1,3,,,,0,,2,1,1,2,0,0,,1600,14,58.599998,58.599998,72.860001,72.860001
Paraguay,PRY,20200323,3,1,3,1,2,1,4,1,2,0,2,1,2,1,3,,,,0,,2,1,2,1,45203,0,,22,1,91.400002,91.400002,89.519997,89.519997
Palestine,PSE,20200323,3,1,3,1,2,1,4,1,2,1,2,0,2,1,4,0,,0,0,0,2,1,,,,,,59,0,94.18,94.18,97.139999,97.139999
Qatar,QAT,20200323,3,1,2,1,2,0,,,2,1,,,2,0,4,0,,0,0,0,1,1,1,2,0,0,,494,0,64.82,64.82,79.290001,79.290001
Romania,ROU,20200323,3,1,2,1,2,1,4,1,1,0,1,1,1,1,4,2,0,0,0,0,2,1,0,0,0,0,,433,2,80.949997,80.949997,79.290001,79.290001
Russia,RUS,20200323,3,1,0,,2,1,,,0,,,,2,1,3,,,,0,,2,1,1,2,0,286175616,,438,0,52.779999,52.779999,65.709999,65.709999
Rwanda,RWA,20200323,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,52972000,,2,1,3,2,0,0,,19,0,100,100,97.139999,97.139999
Saudi Arabia,SAU,20200323,3,1,2,1,2,1,3,1,2,1,2,1,2,0,4,0,,0,0,0,2,1,2,1,0,0,,511,0,89.550003,89.550003,90,90
Sudan,SDN,20200323,3,1,1,1,2,1,2,1,0,,,,2,1,4,,,,0,,2,1,2,,2,0,,2,1,68.510002,68.510002,75.709999,75.709999
Singapore,SGP,20200323,0,,0,,2,1,2,1,0,,,,0,,3,0,,0,0,0,2,1,2,2,0,0,,455,2,37.700001,37.700001,37.139999,37.139999
Sierra Leone,SLE,20200323,0,,0,,2,1,3,1,0,,,,0,,3,,,,0,,2,1,0,0,0,0,,,,39.68,39.68,37.139999,37.139999
El Salvador,SLV,20200323,3,1,3,1,2,1,2,1,1,1,3,1,2,1,4,0,,1,0,0,2,1,1,1,30402500,0,,3,0,92.059998,92.059998,92.379997,92.379997
San Marino,SMR,20200323,3,1,1,1,2,1,,,2,1,,,2,1,2,,,,0,,2,1,2,,,0,,151,20,66.93,66.93,84.290001,84.290001
Serbia,SRB,20200323,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,0,,0,0,0,2,1,1,2,0,0,,188,1,100,100,97.139999,97.139999
South Sudan,SSD,20200323,3,1,0,,2,1,4,1,0,,0,,0,,3,,,,0,,2,1,2,0,0,0,,,,52.779999,52.779999,51.43,51.43
Slovak Republic,SVK,20200323,3,1,2,1,2,1,3,1,1,1,1,1,1,1,4,,,,0,,2,1,1,2,0,0,,185,0,82.139999,82.139999,84.050003,84.050003
Slovenia,SVN,20200323,3,1,3,1,2,1,4,1,2,1,1,1,0,,3,,,,0,,2,1,2,1,0,0,,414,1,80.82,80.82,87.139999,87.139999
Sweden,SWE,20200323,1,1,0,,0,,2,1,0,,0,,0,,3,2,0,0,0,0,2,1,1,1,0,0,,1906,21,32.400002,32.400002,38.57,38.57
Eswatini,SWZ,20200323,3,1,0,,2,1,3,1,1,1,0,,1,1,0,,,,0,,2,1,1,1,0,,,4,0,56.740002,56.740002,61.900002,61.900002
Seychelles,SYC,20200323,3,1,0,,2,1,,,0,1,,,0,,3,,,,36000000,,2,1,2,2,0,0,,7,0,44.84,44.84,51.43,51.43
Syria,SYR,20200323,3,1,3,1,2,1,3,1,2,1,0,,1,1,3,0,,0,0,0,2,1,0,0,0,0,,1,0,80.160004,80.160004,89.519997,89.519997
Chad,TCD,20200323,0,,0,,0,,3,1,0,,,,0,,2,,,0,0,,2,1,1,0,0,0,,2,0,25.790001,25.790001,31.43,31.43
Thailand,THA,20200323,3,1,2,1,2,0,3,1,0,,1,1,0,,2,,,,0,,2,1,1,1,0,0,,721,1,59.130001,59.130001,63.57,63.57
Trinidad and Tobago,TTO,20200323,3,1,2,1,2,1,3,1,0,,0,,0,,4,,,,22965010.66,,2,1,2,2,0,0,,50,0,62.040001,62.040001,65,65
Tunisia,TUN,20200323,3,1,3,1,2,1,,,2,1,,,2,1,3,,,,0,,2,1,1,1,0,0,,75,3,75,75,94.290001,94.290001
Turkey,TUR,20200323,3,1,1,1,2,1,,,1,0,2,1,2,1,3,0,,0,0,,2,1,2,1,0,0,,1236,30,71.029999,71.029999,77.620003,77.620003
Tanzania,TZA,20200323,3,1,0,,2,0,3,1,0,,0,,0,,2,,,,0,,0,,0,1,0,0,,12,0,33.73,33.73,31.43,31.43
Uganda,UGA,20200323,3,1,0,,2,1,0,,0,,0,,1,1,3,,,,0,,2,1,1,0,0,0,,1,0,48.810001,48.810001,60.950001,60.950001
Ukraine,UKR,20200323,3,1,2,1,2,1,4,1,2,1,1,1,2,1,4,1,0,0,0,0,2,1,1,2,0,0,,47,3,92.059998,92.059998,93.57,93.57
Uruguay,URY,20200323,3,1,1,1,2,1,,,0,,1,1,1,1,3,1,0,2,0,0,2,1,1,1,,0,,158,0,60.439999,60.439999,68.099998,68.099998
United States,USA,20200323,3,0,3,0,2,0,2,0,1,0,2,0,2,0,3,0,,0,0,0,2,1,3,1,0,0,,35206,471,64.440002,64.440002,68.099998,68.099998
Uzbekistan,UZB,20200323,3,1,3,1,2,1,3,1,2,0,0,,0,,4,2,0,0,0,0,2,1,1,2,0,0,,46,0,72.620003,72.620003,78.099998,78.099998
Venezuela,VEN,20200323,3,1,3,1,2,1,3,1,0,,2,1,2,1,4,,,,0,,2,1,1,0,0,0,,36,0,84.260002,84.260002,82.860001,82.860001
Vietnam,VNM,20200323,3,1,0,,1,1,0,,0,,0,,2,0,4,,,,0,,2,1,2,2,,0,,121,0,48.41,48.41,59.049999,59.049999
South Africa,ZAF,20200323,3,1,0,,2,1,3,1,0,,0,,1,1,3,,,,0,,2,1,1,2,0,0,,274,0,57.93,57.93,60.950001,60.950001
Zambia,ZMB,20200323,3,1,0,,0,,0,,0,,0,,0,,2,,,,0,,2,1,1,0,0,0,,3,0,27.780001,27.780001,34.290001,34.290001
Zimbabwe,ZWE,20200323,0,,0,,2,1,3,1,0,,1,1,1,1,1,,,,0,,2,1,0,0,0,0,,2,0,47.09,47.09,40.950001,40.950001
Taiwan,TWN,20200323,1,0,0,,1,1,0,,0,,0,,0,,4,,,,0,,2,1,2,2,0,0,,165,2,32.009998,32.009998,38.810001,38.810001
Kosovo,RKS,20200323,3,1,2,1,2,1,4,1,2,1,2,0,2,0,4,,,,0,,2,1,1,1,0,0,,0,0,88.360001,88.360001,88.809998,88.809998
Aruba,ABW,20200324,3,1,2,1,0,,0,,0,,1,1,0,,3,0,,2,0,0,2,1,1,0,0,0,,12,0,44.84,44.84,55,55
Afghanistan,AFG,20200324,3,1,0,,2,1,0,,0,,0,,0,,1,,,,0,,2,1,1,1,0,0,,40,1,36.110001,36.110001,45.709999,45.709999
Angola,AGO,20200324,3,1,1,1,0,,2,1,0,,0,,0,,4,0,,0,0,0,1,1,1,0,0,0,,2,0,42.32,42.32,50.950001,50.950001
Albania,ALB,20200324,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,,,,0,,2,1,1,1,0,0,,100,4,84.389999,84.389999,85.239998,85.239998
Andorra,AND,20200324,3,1,3,1,1,1,0,,0,,1,1,0,,0,,,,0,,0,,1,0,0,0,,133,0,35.18,35.18,45.240002,45.240002
United Arab Emirates,ARE,20200324,3,1,1,0,2,1,0,,0,,2,1,2,1,3,0,,2,0,,2,1,1,2,0,0,,198,2,63.889999,63.889999,69.290001,69.290001
Argentina,ARG,20200324,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,0,,2,1,1,1,0,0,,301,4,100,100,97.139999,97.139999
Australia,AUS,20200324,3,0,3,0,2,0,3,0,0,,1,1,2,0,3,1,1,,0,,2,1,1,1,0,0,,1823,7,62.98,62.98,63.330002,63.330002
Austria,AUT,20200324,3,1,3,1,2,1,4,1,1,1,1,1,2,0,3,2,1,2,0,0,2,1,2,,0,0,,4486,25,84.790001,84.790001,84.760002,84.760002
Azerbaijan,AZE,20200324,3,1,2,1,2,1,4,1,0,,0,,2,0,3,0,,0,0,0,2,1,2,1,0,0,,72,1,69.18,69.18,71.669998,71.669998
Burundi,BDI,20200324,0,,0,,0,,0,,0,,0,,0,,3,,,,0,,2,1,0,0,0,0,,,,19.440001,19.440001,22.860001,22.860001
Belgium,BEL,20200324,2,1,3,1,2,1,4,1,0,,2,1,2,1,4,,,,0,,2,1,1,1,0,0,,3743,88,83.599998,83.599998,79.290001,79.290001
Burkina Faso,BFA,20200324,3,1,3,0,2,1,1,1,2,1,2,1,2,1,4,,,,0,,2,1,1,2,0,0,,75,3,88.230003,88.230003,93.57,93.57
Bangladesh,BGD,20200324,3,1,3,0,2,1,4,1,2,0,2,0,2,0,2,0,,0,0,0,2,1,2,1,0,0,,33,3,79.110001,79.110001,78.330002,78.330002
Bulgaria,BGR,20200324,3,1,1,1,2,1,,,0,,,,2,1,3,0,,0,0,0,2,1,1,0,0,0,,201,3,58.599998,58.599998,72.860001,72.860001
Bahrain,BHR,20200324,3,1,2,1,2,1,4,1,0,,1,1,1,1,3,0,,0,0,0,2,1,2,2,0,0,,339,2,74.199997,74.199997,71.669998,71.669998
Bosnia and Herzegovina,BIH,20200324,3,1,3,1,2,1,4,1,2,1,3,0,2,1,3,,,,0,,2,1,2,0,0,0,,129,1,94.050003,94.050003,94.290001,94.290001
Belize,BLZ,20200324,3,1,1,0,2,1,3,1,0,,0,,0,,4,1,1,0,0,,2,1,0,0,0,0,,1,0,56.220001,56.220001,57.860001,57.860001
Bermuda,BMU,20200324,3,1,3,1,2,1,,,2,1,,,0,,4,,,,0,,2,1,1,2,0,0,,6,0,66.669998,66.669998,82.860001,82.860001
Bolivia,BOL,20200324,3,1,3,0,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,,0,1,,,,28,0,88.230003,88.230003,85.949997,85.949997
Brazil,BRA,20200324,3,0,3,0,2,0,3,0,2,0,1,0,2,0,3,,,,0,,2,1,1,0,0,0,,1891,34,67.739998,67.739998,72.860001,72.860001
Barbados,BRB,20200324,0,,0,,2,1,,,0,,,,1,1,2,,,,0,,2,1,2,2,0,0,,17,0,34.919998,34.919998,43.810001,43.810001
Brunei,BRN,20200324,3,1,0,,0,,0,,0,,,,0,,4,0,,0,0,0,2,1,2,1,0,0,,91,0,33.330002,33.330002,40,40
Botswana,BWA,20200324,3,1,0,,2,1,,,0,,,,0,,4,0,,0,0,0,2,1,0,0,0,0,,,,44.439999,44.439999,54.290001,54.290001
Canada,CAN,20200324,3,1,3,0,2,0,4,0,0,,2,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,,1646,24,73.559998,73.559998,72.860001,72.860001
Switzerland,CHE,20200324,3,1,3,1,2,1,4,1,0,,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,,8015,66,79.489998,79.489998,76.43,76.43
Chile,CHL,20200324,3,1,1,1,2,0,,,2,,,,0,,3,,,,0,,2,1,0,0,0,,,746,2,52.25,52.25,63.330002,63.330002
China,CHN,20200324,3,0,3,0,2,0,4,0,2,0,,,2,0,2,,,,0,,1,1,2,2,0,0,,81553,3281,60.34,60.34,67.139999,67.139999
Cameroon,CMR,20200324,3,1,0,,2,1,3,1,1,1,0,,1,1,3,0,,0,0,0,0,,0,0,0,0,,56,0,53.959999,53.959999,56.189999,56.189999
Democratic Republic of Congo,COD,20200324,3,1,3,0,2,0,,,2,0,,,2,1,4,,,,0,,2,1,1,1,0,0,,26,2,68.260002,68.260002,84.050003,84.050003
Colombia,COL,20200324,3,1,1,1,2,1,3,1,0,,,,0,,3,0,,2,0,0,2,1,2,0,0,0,,306,3,56.610001,56.610001,58.57,58.57
Cape Verde,CPV,20200324,2,1,,,2,1,0,,,,1,0,2,0,3,,,,435,,2,1,2,,0,,,3,0,49.610001,49.610001,57.380001,57.380001
